Ensembl Gene Record	A778_D0_gene	A820_D0_gene	A870_D0_gene	A899_D0_gene
ENSG00000171314.8	2138	1745	2846	3642
ENSG00000171316.11	2879	1589	928	1647
ENSG00000171320.14	111	218	50	118
ENSG00000171345.13	12542	21212	12916	32900
ENSG00000171346.15	809	570	605	1314
ENSG00000171357.5	10	8	1	23
ENSG00000171360.3	0	0	4	14
ENSG00000171365.16	267	336	263	519
ENSG00000171368.11	329	304	844	950
ENSG00000171385.9	0	7	2	20
ENSG00000171388.11	13	167	15	256
ENSG00000171401.14	75	164	507	286
ENSG00000171403.9	3	0	8	15
ENSG00000171408.13	143	3	7	11
ENSG00000171421.12	114	347	438	323
ENSG00000171425.9	229	177	146	754
ENSG00000171428.13	189	84	69	107
ENSG00000171433.11	2	39	4	0
ENSG00000171435.13	59	134	123	210
ENSG00000171443.6	120	64	103	228
ENSG00000171444.17	16	355	71	542
ENSG00000171448.8	232	234	126	234
ENSG00000171450.5	23	0	5	6
ENSG00000171451.13	516	66	38	119
ENSG00000171453.18	517	1307	538	783
ENSG00000171456.18	4291	2408	2346	6010
ENSG00000171462.14	5	7	6	27
ENSG00000171466.9	658	633	451	1146
ENSG00000171467.15	884	555	435	945
ENSG00000171469.10	1338	950	311	823
ENSG00000171475.13	1268	2516	591	1795
ENSG00000171476.21	7	1	4	10
ENSG00000171488.14	81	235	113	74
ENSG00000171490.12	1501	2119	1593	2526
ENSG00000171492.14	475	491	755	1011
ENSG00000171496.4	3	2	0	4
ENSG00000171497.4	454	348	443	566
ENSG00000171502.14	5	19	9	759
ENSG00000171503.11	120	128	237	333
ENSG00000171509.15	28	0	0	6
ENSG00000171517.5	634	54	68	441
ENSG00000171522.5	71	42	48	54
ENSG00000171530.13	776	1241	346	2067
ENSG00000171533.11	22	52	4	68
ENSG00000171551.11	33	35	2	105
ENSG00000171552.12	4368	3176	3782	7570
ENSG00000171561.4	0	3	1	6
ENSG00000171566.11	539	509	773	833
ENSG00000171570.11	1	0	0	10
ENSG00000171574.17	120	124	98	679
ENSG00000171587.14	3	1	0	3
ENSG00000171595.13	6	1	0	4
ENSG00000171596.6	6	1	13	11
ENSG00000171603.17	3930	3730	3101	6636
ENSG00000171604.11	2201	2302	3026	2198
ENSG00000171606.17	788	169	850	3907
ENSG00000171608.15	449	48	176	280
ENSG00000171612.6	256	349	339	475
ENSG00000171617.13	3627	1720	733	1958
ENSG00000171621.13	768	1519	721	1051
ENSG00000171631.14	99	25	85	106
ENSG00000171634.17	3242	1886	996	2647
ENSG00000171643.13	1	4	0	5
ENSG00000171649.11	229	62	133	814
ENSG00000171657.5	2	2	0	1
ENSG00000171658.8	16	1	7	119
ENSG00000171659.14	23	27	10	19
ENSG00000171680.21	1169	492	798	1367
ENSG00000171681.12	1902	1205	1043	2075
ENSG00000171695.10	4	0	27	31
ENSG00000171700.13	392	125	327	366
ENSG00000171703.16	404	254	227	1056
ENSG00000171711.2	2	2	4	2
ENSG00000171714.11	18	2	4	1
ENSG00000171720.9	508	1464	945	963
ENSG00000171723.15	44	253	218	345
ENSG00000171729.13	394	243	150	190
ENSG00000171735.18	973	479	614	950
ENSG00000171747.8	5	7	2	6
ENSG00000171757.15	247	2	14	74
ENSG00000171759.9	4	1	0	23
ENSG00000171763.18	231	208	90	210
ENSG00000171766.15	19	12	22	284
ENSG00000171772.16	4	653	1	0
ENSG00000171777.15	6	1	9	50
ENSG00000171786.5	5	8	3	20
ENSG00000171790.15	5	16	9	25
ENSG00000171791.12	28	40	34	366
ENSG00000171792.10	324	393	212	895
ENSG00000171793.14	354	529	990	1162
ENSG00000171804.10	0	1	0	0
ENSG00000171806.11	166	89	123	201
ENSG00000171811.13	4	4	1	19
ENSG00000171812.12	62	14	79	553
ENSG00000171813.13	558	288	508	1387
ENSG00000171815.5	9	14	11	44
ENSG00000171817.16	3	8	37	14
ENSG00000171819.4	25	0	0	10
ENSG00000171823.6	212	306	225	485
ENSG00000171824.13	1073	1166	899	1753
ENSG00000171827.10	172	36	121	180
ENSG00000171840.11	21	31	11	25
ENSG00000171843.15	136	241	147	12
ENSG00000171847.10	107	56	23	91
ENSG00000171848.14	253	425	364	835
ENSG00000171853.15	833	597	726	922
ENSG00000171858.17	4229	9851	9034	14704
ENSG00000171860.4	115	48	77	87
ENSG00000171861.10	62	107	113	215
ENSG00000171862.10	1098	901	1099	4191
ENSG00000171863.14	7819	11724	13345	17513
ENSG00000171864.4	2	1	2	5
ENSG00000171865.9	573	360	364	825
ENSG00000171867.16	2408	4007	3151	3704
ENSG00000171873.7	1	26	0	8
ENSG00000171877.20	173	186	280	541
ENSG00000171885.14	1	1	0	12
ENSG00000171889.3	0	0	5	0
ENSG00000171903.16	40	27	848	312
ENSG00000171914.16	305	766	335	713
ENSG00000171916.16	2	0	1	4
ENSG00000171928.13	748	287	417	834
ENSG00000171931.12	2	5	1	2
ENSG00000171940.13	4375	4125	5144	6000
ENSG00000171943.11	344	269	273	371
ENSG00000171951.4	48	9	10	5
ENSG00000171953.15	161	87	153	277
ENSG00000171956.6	1	29	2	1
ENSG00000171960.10	153	196	266	426
ENSG00000171962.17	117	98	67	115
ENSG00000171970.12	62	73	35	77
ENSG00000171984.14	59	65	50	97
ENSG00000171988.18	2023	552	782	2230
ENSG00000171992.12	782	927	669	3319
ENSG00000172000.7	26	96	45	92
ENSG00000172005.10	2256	139	3591	2010
ENSG00000172006.11	102	73	76	204
ENSG00000172007.5	129	137	120	161
ENSG00000172009.14	408	673	300	652
ENSG00000172014.12	0	0	21	0
ENSG00000172020.12	0	1	2	0
ENSG00000172031.6	64	203	108	24
ENSG00000172037.13	2361	5087	6708	4993
ENSG00000172046.18	793	1669	1555	1387
ENSG00000172053.17	1147	3803	2063	3378
ENSG00000172057.9	949	1144	379	1117
ENSG00000172059.10	1174	766	241	1105
ENSG00000172061.8	1	0	0	0
ENSG00000172062.16	180	250	62	328
ENSG00000172071.11	1255	433	548	878
ENSG00000172081.13	411	238	171	423
ENSG00000172086.7	472	368	401	1085
ENSG00000172113.9	240	457	288	309
ENSG00000172115.8	2306	2458	3405	6416
ENSG00000172116.21	0	0	0	6
ENSG00000172123.12	212	73	59	105
ENSG00000172137.18	4	9	5	28
ENSG00000172139.14	0	0	2	6
ENSG00000172159.15	38	29	10	49
ENSG00000172164.14	426	866	627	810
ENSG00000172167.7	244	650	183	207
ENSG00000172171.10	79	63	67	192
ENSG00000172172.7	546	869	632	585
ENSG00000172175.13	380	335	127	857
ENSG00000172183.14	267	72	88	401
ENSG00000172197.10	667	172	345	674
ENSG00000172201.11	2016	277	493	1499
ENSG00000172215.5	1	9	3	6
ENSG00000172216.5	2099	690	2986	4895
ENSG00000172232.9	1	1	1	2
ENSG00000172239.13	1365	1284	818	2682
ENSG00000172243.17	48	42	88	81
ENSG00000172244.8	23	52	18	117
ENSG00000172247.3	5	16	2	6
ENSG00000172250.15	11	9	9	17
ENSG00000172260.14	14	0	27	3
ENSG00000172262.11	410	455	346	747
ENSG00000172264.17	259	23	2139	234
ENSG00000172269.18	578	337	942	622
ENSG00000172270.19	3193	2928	4110	4492
ENSG00000172273.12	325	233	488	425
ENSG00000172292.14	1727	2530	858	1147
ENSG00000172296.12	334	93	303	527
ENSG00000172301.10	330	345	237	707
ENSG00000172315.5	501	254	610	550
ENSG00000172318.5	31	3	30	31
ENSG00000172322.13	10	15	3	7
ENSG00000172331.11	629	89	642	308
ENSG00000172336.4	324	294	296	532
ENSG00000172339.9	68	112	107	205
ENSG00000172340.14	344	1228	865	473
ENSG00000172345.13	75	6	78	127
ENSG00000172346.14	155	7	83	348
ENSG00000172348.14	52	21	46	135
ENSG00000172349.17	45	12	13	50
ENSG00000172350.9	11	0	133	43
ENSG00000172354.9	3315	3251	2134	4736
ENSG00000172361.5	31	46	3	66
ENSG00000172366.19	352	457	725	1035
ENSG00000172367.15	2	0	3	6
ENSG00000172375.13	458	177	597	454
ENSG00000172379.20	690	182	75	386
ENSG00000172380.5	1264	2988	1055	2729
ENSG00000172382.9	48	9	5	26
ENSG00000172403.10	12	1	7	90
ENSG00000172409.5	236	156	196	229
ENSG00000172425.10	1	2	3	15
ENSG00000172426.15	41	21	17	27
ENSG00000172428.10	257	350	414	774
ENSG00000172432.18	1626	1037	994	2480
ENSG00000172456.17	85	34	77	175
ENSG00000172458.4	26	23	12	64
ENSG00000172460.16	1	1	16	1
ENSG00000172461.10	0	9	7	0
ENSG00000172465.13	84	138	79	526
ENSG00000172466.15	2102	876	1358	4300
ENSG00000172469.15	301	86	260	200
ENSG00000172476.4	3	4	1	3
ENSG00000172478.17	814	167	254	590
ENSG00000172493.20	1472	510	839	1420
ENSG00000172500.12	638	1204	878	630
ENSG00000172508.10	144	47	75	366
ENSG00000172530.20	297	159	236	585
ENSG00000172531.14	1666	1869	1622	2137
ENSG00000172534.13	2361	1658	1667	3489
ENSG00000172543.7	2	2	2	1
ENSG00000172548.14	5	1	5	37
ENSG00000172572.6	1381	47	19	1187
ENSG00000172575.11	29	231	35	146
ENSG00000172578.11	63	35	9	78
ENSG00000172586.7	290	192	397	1120
ENSG00000172590.18	398	452	535	850
ENSG00000172594.12	36	23	83	33
ENSG00000172602.10	31	23	8	45
ENSG00000172613.7	528	394	438	820
ENSG00000172638.12	1103	92	678	826
ENSG00000172650.13	8	14	21	44
ENSG00000172661.18	738	620	523	3128
ENSG00000172663.8	445	391	354	451
ENSG00000172667.10	596	142	617	866
ENSG00000172671.19	209	76	152	483
ENSG00000172687.13	445	254	250	647
ENSG00000172716.16	101	200	98	211
ENSG00000172725.13	1934	1453	1409	2299
ENSG00000172728.15	179	89	59	65
ENSG00000172731.13	268	147	154	872
ENSG00000172732.11	720	760	591	669
ENSG00000172733.11	16	1	6	12
ENSG00000172738.11	26	3	13	78
ENSG00000172748.13	222	58	76	93
ENSG00000172752.14	1	0	1	15
ENSG00000172757.12	8229	10095	9103	7937
ENSG00000172765.17	703	350	322	1753
ENSG00000172766.18	425	200	403	394
ENSG00000172771.11	48	70	12	95
ENSG00000172775.16	908	626	904	1173
ENSG00000172780.16	134	164	95	585
ENSG00000172782.11	0	1	12	34
ENSG00000172785.18	315	553	669	254
ENSG00000172789.3	4	0	18	31
ENSG00000172794.19	8	2	2	19
ENSG00000172795.15	817	1033	303	888
ENSG00000172803.17	30	38	49	71
ENSG00000172809.12	5165	8852	5412	8461
ENSG00000172817.3	37	108	1	2
ENSG00000172818.9	202	101	98	44
ENSG00000172819.16	1460	1632	829	830
ENSG00000172824.15	105	12	85	180
ENSG00000172828.12	59	58	121	96
ENSG00000172830.12	1044	1189	1182	1056
ENSG00000172831.11	423	366	414	613
ENSG00000172840.6	132	134	157	210
ENSG00000172845.14	2405	1592	1569	2151
ENSG00000172869.14	556	659	621	655
ENSG00000172878.13	136	283	190	124
ENSG00000172888.11	467	700	530	646
ENSG00000172889.15	322	52	85	63
ENSG00000172890.12	1242	2150	1023	1372
ENSG00000172893.15	575	1682	1671	685
ENSG00000172901.19	12	0	2	9
ENSG00000172915.18	26	91	113	93
ENSG00000172922.9	345	1145	876	464
ENSG00000172927.7	168	714	102	23
ENSG00000172932.14	852	542	705	831
ENSG00000172935.8	11	8	30	16
ENSG00000172936.13	591	539	730	955
ENSG00000172939.8	837	1867	1090	1378
ENSG00000172940.12	5	15	3	12
ENSG00000172943.19	583	1368	484	1244
ENSG00000172954.13	606	316	233	655
ENSG00000172965.15	739	261	478	1032
ENSG00000172974.11	17	20	23	21
ENSG00000172977.12	724	1279	727	676
ENSG00000172985.10	29	22	70	282
ENSG00000172986.12	35	73	424	85
ENSG00000172992.11	343	377	152	445
ENSG00000173011.11	575	361	250	551
ENSG00000173013.5	126	98	19	55
ENSG00000173020.10	1658	1477	1341	1702
ENSG00000173039.18	1497	2063	1144	1421
ENSG00000173040.12	71	45	7	138
ENSG00000173041.11	379	189	205	210
ENSG00000173064.12	2698	1294	2541	2630
ENSG00000173065.13	592	179	215	871
ENSG00000173068.17	188	79	211	445
ENSG00000173080.5	1	1	1	2
ENSG00000173083.14	152	39	60	315
ENSG00000173085.14	90	136	70	306
ENSG00000173110.7	597	46	2971	1044
ENSG00000173113.6	1595	1544	1576	1970
ENSG00000173120.14	5127	2622	3278	3994
ENSG00000173137.11	323	446	573	306
ENSG00000173141.4	400	401	466	1213
ENSG00000173145.11	437	177	439	863
ENSG00000173153.13	892	2076	1228	1144
ENSG00000173156.6	275	90	231	477
ENSG00000173157.16	2	17	40	23
ENSG00000173163.10	204	205	136	335
ENSG00000173166.17	1041	463	398	582
ENSG00000173171.14	467	265	302	973
ENSG00000173175.14	520	155	17	437
ENSG00000173193.14	2369	1148	1951	6031
ENSG00000173198.5	2	7	2	5
ENSG00000173200.12	13	16	3	9
ENSG00000173207.12	713	907	531	1246
ENSG00000173209.23	3476	2710	1924	3574
ENSG00000173210.19	73	4	33	71
ENSG00000173212.4	2	0	0	9
ENSG00000173213.9	6	7	6	6
ENSG00000173214.5	279	61	193	128
ENSG00000173218.14	886	944	568	1108
ENSG00000173221.13	35	55	47	114
ENSG00000173226.16	461	465	249	822
ENSG00000173227.13	151	728	281	164
ENSG00000173230.15	2169	1971	1759	7001
ENSG00000173253.15	4	6	1	0
ENSG00000173258.12	10	0	2	11
ENSG00000173261.8	3	11	1	3
ENSG00000173262.11	14	6	1	28
ENSG00000173264.14	412	175	238	398
ENSG00000173267.13	1440	283	496	6148
ENSG00000173269.13	310	42	44	1496
ENSG00000173272.15	324	565	709	864
ENSG00000173273.15	2489	1542	547	1099
ENSG00000173275.12	71	271	153	116
ENSG00000173276.13	356	289	309	590
ENSG00000173281.4	929	374	179	263
ENSG00000173295.7	180	236	100	124
ENSG00000173320.11	390	199	191	371
ENSG00000173327.7	1255	806	980	1413
ENSG00000173334.3	1383	1272	1685	1897
ENSG00000173338.12	8	11	1	8
ENSG00000173349.5	264	212	86	495
ENSG00000173369.15	345	235	164	413
ENSG00000173372.16	345	158	198	322
ENSG00000173376.13	0	1	2	56
ENSG00000173391.8	123	132	101	110
ENSG00000173402.11	3754	3978	2772	4388
ENSG00000173406.15	3	1	0	44
ENSG00000173409.13	196	245	563	424
ENSG00000173418.11	917	331	886	1512
ENSG00000173421.16	0	2	1	10
ENSG00000173432.11	42	87	18	86
ENSG00000173436.14	534	1536	1404	1281
ENSG00000173442.12	1646	2072	738	2510
ENSG00000173451.6	134	69	93	124
ENSG00000173452.13	1	0	0	12
ENSG00000173456.4	652	320	440	1171
ENSG00000173457.10	2054	1983	2419	1603
ENSG00000173465.7	160	288	356	288
ENSG00000173467.8	195	92	116	1486
ENSG00000173473.10	2257	3870	2048	2814
ENSG00000173480.10	207	68	177	725
ENSG00000173482.16	397	233	513	1287
ENSG00000173486.12	803	781	1448	1088
ENSG00000173511.9	672	757	957	913
ENSG00000173517.10	690	513	642	1390
ENSG00000173530.5	708	3	31	102
ENSG00000173531.15	634	104	3044	884
ENSG00000173535.14	7	6	1	0
ENSG00000173540.12	316	683	851	1115
ENSG00000173542.8	760	408	403	419
ENSG00000173545.4	491	654	1111	1033
ENSG00000173546.7	40	11	413	91
ENSG00000173548.8	834	288	263	916
ENSG00000173557.14	51	50	19	62
ENSG00000173559.12	1002	472	520	1496
ENSG00000173567.14	9	11	6	2
ENSG00000173575.20	2895	2242	2488	3702
ENSG00000173578.7	7	1	1	18
ENSG00000173581.7	125	77	351	533
ENSG00000173588.14	366	253	198	521
ENSG00000173598.13	527	637	490	1143
ENSG00000173599.13	132	370	281	199
ENSG00000173611.17	421	500	200	235
ENSG00000173614.13	123	241	172	187
ENSG00000173621.8	607	757	318	880
ENSG00000173626.9	0	1	0	9
ENSG00000173627.7	0	6	0	4
ENSG00000173638.18	299	1838	380	479
ENSG00000173641.17	12	9	13	51
ENSG00000173653.7	556	520	299	512
ENSG00000173660.11	1656	60	4315	2098
ENSG00000173662.20	1	3	10	14
ENSG00000173674.10	1023	1671	1080	2844
ENSG00000173681.16	228	205	149	247
ENSG00000173692.12	1542	1268	1704	2150
ENSG00000173698.17	126	90	6675	43
ENSG00000173702.7	1	30	1	14
ENSG00000173705.8	20	135	24	101
ENSG00000173706.13	162	1798	251	5509
ENSG00000173714.7	0	0	1	1
ENSG00000173715.16	409	262	317	257
ENSG00000173726.10	4140	7868	5003	6801
ENSG00000173727.12	76	25	183	169
ENSG00000173744.17	1322	2589	1443	1995
ENSG00000173757.9	845	1392	428	1371
ENSG00000173762.7	6	3	7	24
ENSG00000173786.16	1290	1759	746	1805
ENSG00000173801.16	8988	10010	3803	10895
ENSG00000173805.15	45	41	10	116
ENSG00000173809.18	2	1	1	9
ENSG00000173812.10	4666	8007	4288	11906
ENSG00000173818.16	142	292	35	454
ENSG00000173821.19	8864	3086	1953	10631
ENSG00000173825.6	23	1	9	35
ENSG00000173826.14	6	2	0	8
ENSG00000173838.11	16	25	2	22
ENSG00000173846.12	854	513	1430	902
ENSG00000173848.18	3477	3765	1945	2759
ENSG00000173852.14	292	498	157	359
ENSG00000173867.10	1	0	3	1
ENSG00000173868.11	3	3	1	92
ENSG00000173875.13	538	1930	666	1153
ENSG00000173889.15	2064	988	1119	2493
ENSG00000173890.16	246	318	206	106
ENSG00000173894.10	589	409	35	522
ENSG00000173898.12	1953	1945	2368	1386
ENSG00000173905.8	1158	370	834	1304
ENSG00000173914.11	271	362	230	361
ENSG00000173915.15	1041	1239	1853	2611
ENSG00000173917.10	600	161	886	578
ENSG00000173918.14	19	16	16	54
ENSG00000173926.5	14	17	35	11
ENSG00000173928.2	73	186	58	199
ENSG00000173930.8	68	20	68	16
ENSG00000173933.20	797	717	690	820
ENSG00000173947.13	177	282	34	288
ENSG00000173950.15	870	258	345	1732
ENSG00000173960.13	598	448	232	692
ENSG00000173988.12	5	0	5	3
ENSG00000173991.5	17	53	3	34
ENSG00000173992.8	558	307	694	748
ENSG00000174004.5	38	32	15	48
ENSG00000174007.7	68	48	25	136
ENSG00000174010.9	131	196	85	205
ENSG00000174013.7	793	289	428	973
ENSG00000174015.9	15	1	10	17
ENSG00000174021.10	702	653	1083	1161
ENSG00000174028.6	81	52	91	71
ENSG00000174032.16	235	111	253	231
ENSG00000174038.12	1	4	1	0
ENSG00000174059.16	7	38	15	73
ENSG00000174080.10	280	709	711	780
ENSG00000174099.11	57	13	139	123
ENSG00000174106.2	1019	634	529	859
ENSG00000174109.4	193	84	206	258
ENSG00000174123.10	4	1	0	5
ENSG00000174125.7	37	35	19	48
ENSG00000174130.12	13	7	13	13
ENSG00000174132.8	218	264	227	441
ENSG00000174136.11	462	282	250	292
ENSG00000174137.12	18	46	16	38
ENSG00000174151.14	416	366	475	585
ENSG00000174165.7	334	373	266	337
ENSG00000174171.5	8	16	188	156
ENSG00000174173.6	417	493	415	1684
ENSG00000174177.12	99	72	120	203
ENSG00000174197.16	1446	847	787	1326
ENSG00000174206.12	131	181	70	210
ENSG00000174226.8	3	1	0	152
ENSG00000174227.15	711	1096	326	856
ENSG00000174231.16	3411	3293	2538	5705
ENSG00000174233.11	1256	1453	918	724
ENSG00000174236.3	32	7	10	35
ENSG00000174238.14	1197	829	656	1530
ENSG00000174243.9	2119	1797	1527	1777
ENSG00000174276.6	221	175	209	198
ENSG00000174282.11	1885	2026	1177	3637
ENSG00000174292.12	189	305	74	388
ENSG00000174306.21	438	225	835	380
ENSG00000174307.6	1127	392	646	917
ENSG00000174326.11	1	1	0	70
ENSG00000174327.6	48	27	13	118
ENSG00000174332.5	6	0	1	11
ENSG00000174343.5	0	0	1	8
ENSG00000174348.13	15	11	87	918
ENSG00000174353.17	280	381	1065	790
ENSG00000174365.19	350	118	212	312
ENSG00000174370.9	25	57	96	122
ENSG00000174371.16	113	139	82	147
ENSG00000174373.16	1010	449	196	790
ENSG00000174405.13	182	143	347	296
ENSG00000174428.16	270	267	493	507
ENSG00000174437.16	8564	5552	5699	14012
ENSG00000174442.11	305	532	153	661
ENSG00000174444.14	10976	49605	12586	25959
ENSG00000174446.12	307	434	206	374
ENSG00000174456.13	317	258	160	339
ENSG00000174460.3	5	5	12	16
ENSG00000174469.21	8	12	0	0
ENSG00000174482.10	55	0	20	12
ENSG00000174483.19	75	121	102	99
ENSG00000174485.15	214	418	211	293
ENSG00000174498.13	22	0	1	35
ENSG00000174500.12	1	2	3	22
ENSG00000174501.14	35	491	78	97
ENSG00000174502.18	50	86	8	81
ENSG00000174514.12	51	36	26	19
ENSG00000174516.14	141	128	72	145
ENSG00000174521.7	0	0	0	6
ENSG00000174529.7	45	28	48	67
ENSG00000174547.13	332	577	438	675
ENSG00000174564.12	16	18	19	200
ENSG00000174567.7	49	15	32	35
ENSG00000174574.15	1663	1651	1828	3893
ENSG00000174579.3	334	347	266	961
ENSG00000174586.10	32	39	35	367
ENSG00000174599.5	73	49	126	161
ENSG00000174600.13	67	11	27	28
ENSG00000174606.13	579	654	339	644
ENSG00000174607.10	64	196	215	33
ENSG00000174611.11	3	4	3	45
ENSG00000174628.16	432	190	172	258
ENSG00000174640.13	10	409	24	25
ENSG00000174652.18	1506	981	324	1678
ENSG00000174669.11	355	722	329	494
ENSG00000174672.15	227	5	40	36
ENSG00000174684.6	153	155	116	189
ENSG00000174695.9	1560	1281	1041	2783
ENSG00000174705.12	1438	1094	228	1259
ENSG00000174718.11	3258	1628	912	3136
ENSG00000174720.15	498	435	574	1040
ENSG00000174721.9	29	8	25	140
ENSG00000174738.12	562	830	892	1572
ENSG00000174740.7	12	0	0	0
ENSG00000174744.13	538	631	408	745
ENSG00000174748.20	6094	21824	15777	20378
ENSG00000174749.5	10	11	17	12
ENSG00000174775.16	268	989	291	424
ENSG00000174776.11	17	27	1	98
ENSG00000174780.16	893	937	878	1635
ENSG00000174788.9	22	30	15	51
ENSG00000174791.10	47	175	120	30
ENSG00000174796.12	175	112	131	202
ENSG00000174799.10	315	200	187	378
ENSG00000174804.3	70	225	293	173
ENSG00000174807.3	37	4	19	46
ENSG00000174808.11	65	39	239	550
ENSG00000174827.13	35	10	87	349
ENSG00000174837.14	1	2	0	7
ENSG00000174839.12	301	795	345	467
ENSG00000174840.8	331	528	694	653
ENSG00000174842.16	112	167	177	230
ENSG00000174844.14	9	50	1	5
ENSG00000174851.15	584	724	889	922
ENSG00000174871.10	59	1	20	23
ENSG00000174876.16	1	9	3	0
ENSG00000174885.12	4	0	2	2
ENSG00000174886.12	630	1044	506	682
ENSG00000174891.12	507	453	271	1238
ENSG00000174899.10	0	0	28	167
ENSG00000174903.15	2022	2359	1622	1911
ENSG00000174912.7	5	1	1	8
ENSG00000174915.11	549	594	304	799
ENSG00000174917.8	410	1122	593	416
ENSG00000174928.15	27	26	57	75
ENSG00000174938.14	1154	302	60	1067
ENSG00000174939.10	287	243	94	489
ENSG00000174943.10	308	214	236	418
ENSG00000174945.13	55	1	15	17
ENSG00000174950.10	39	60	24	36
ENSG00000174951.11	213	43	101	158
ENSG00000174953.13	910	990	1190	3172
ENSG00000174963.17	0	64	0	1
ENSG00000174977.8	12	3	4	21
ENSG00000174989.12	513	557	355	1190
ENSG00000174992.7	3	8	0	3
ENSG00000174996.11	613	525	396	949
ENSG00000175003.13	7	3	3	25
ENSG00000175029.16	2740	1146	2034	6020
ENSG00000175040.5	35	59	124	99
ENSG00000175048.16	289	47	93	188
ENSG00000175054.14	540	772	904	1847
ENSG00000175061.17	5751	7486	8398	19009
ENSG00000175063.16	667	756	664	1467
ENSG00000175066.15	646	925	893	3022
ENSG00000175073.7	714	420	374	541
ENSG00000175084.11	35	43	22	355
ENSG00000175087.9	233	358	125	175
ENSG00000175093.4	58	5	6	12
ENSG00000175097.7	11	2	2	0
ENSG00000175104.14	330	223	165	294
ENSG00000175105.6	291	521	382	188
ENSG00000175106.16	46	22	27	235
ENSG00000175110.11	287	558	599	1715
ENSG00000175115.11	1261	2140	759	1338
ENSG00000175121.11	0	0	6	11
ENSG00000175130.6	3390	3589	753	3967
ENSG00000175137.10	1260	451	796	898
ENSG00000175147.12	199	155	52	75
ENSG00000175155.8	580	1046	486	672
ENSG00000175161.13	12	1	10	0
ENSG00000175164.14	241	182	301	147
ENSG00000175166.16	5617	2530	4599	9068
ENSG00000175170.14	55	4	4	19
ENSG00000175175.5	9	6	6	3
ENSG00000175182.14	864	387	312	1240
ENSG00000175183.9	595	149	462	860
ENSG00000175189.3	1	2	2	3
ENSG00000175193.13	342	259	345	616
ENSG00000175197.12	980	370	676	2464
ENSG00000175198.16	294	604	267	329
ENSG00000175203.15	1857	1750	1247	2917
ENSG00000175213.2	265	209	162	241
ENSG00000175215.10	6252	3688	3348	9107
ENSG00000175216.14	2285	2759	1194	2165
ENSG00000175220.11	1915	1597	699	1260
ENSG00000175221.14	515	406	439	680
ENSG00000175224.16	1772	1178	1424	2206
ENSG00000175229.6	3	0	27	188
ENSG00000175264.7	275	152	14	64
ENSG00000175265.17	1135	6377	5017	1859
ENSG00000175267.14	101	143	41	30
ENSG00000175274.18	2484	2117	892	1758
ENSG00000175279.21	32	82	36	47
ENSG00000175283.7	275	280	133	418
ENSG00000175287.18	82	134	252	34
ENSG00000175294.5	4	0	10	3
ENSG00000175305.17	76	158	82	106
ENSG00000175309.14	408	990	1146	1207
ENSG00000175315.2	146	108	124	51
ENSG00000175318.11	290	158	1068	912
ENSG00000175322.11	175	86	108	419
