Ensembl Gene Record	Common Gene Name	Read Count	Log Count
ENSG00000009790.14	TRAF3IP3	12	2.4849066497880004
ENSG00000009830.11	POMT2	558	6.324358962381311
ENSG00000009844.15	VTA1	741	6.608000625296087
ENSG00000009950.15	MLXIPL	198	5.288267030694535
ENSG00000009954.10	BAZ1B	2938	7.9854843567338225
ENSG00000010017.12	RANBP9	805	6.690842277418564
ENSG00000010030.13	ETV7	2	0.6931471805599453
ENSG00000010072.15	SPRTN	314	5.749392985908253
ENSG00000010165.19	METTL13	1948	7.5745584842024805
ENSG00000010219.13	DYRK4	246	5.5053315359323625
ENSG00000010244.18	ZNF207	2223	7.706612913964197
ENSG00000010256.10	UQCRC1	3506	8.16223106548118
ENSG00000010270.13	STARD3NL	1320	7.1853870155804165
ENSG00000010278.13	CD9	8929	9.097059685517216
ENSG00000010292.12	NCAPD2	5584	8.627660644442209
ENSG00000010295.19	IFFO1	22	3.091042453358316
ENSG00000010310.8	GIPR	33	3.4965075614664802
ENSG00000010318.20	PHF7	120	4.787491742782046
ENSG00000010319.6	SEMA3G	42	3.7376696182833684
ENSG00000010322.15	NISCH	2769	7.926241523170962
ENSG00000010327.10	STAB1	414	6.025865973825314
ENSG00000010361.13	FUZ	93	4.532599493153256
ENSG00000010379.15	SLC6A13	7	1.9459101490553132
ENSG00000010404.17	IDS	1733	7.457609289715606
ENSG00000010539.11	ZNF200	273	5.60947179518496
ENSG00000010610.9	CD4	175	5.1647859739235145
ENSG00000010626.14	LRRC23	108	4.68213122712422
ENSG00000010671.15	BTK	18	2.8903717578961645
ENSG00000010704.18	HFE	16	2.772588722239781
ENSG00000010803.16	SCMH1	358	5.8805329864007
ENSG00000010810.17	FYN	57	4.04305126783455
ENSG00000010818.9	HIVEP2	232	5.44673737166631
ENSG00000011007.12	ELOA	1138	7.037027614686276
ENSG00000011009.10	LYPLA2	1557	7.350516171833998
ENSG00000011021.22	CLCN6	958	6.86484777797086
ENSG00000011028.13	MRC2	300	5.703782474656201
ENSG00000011052.21	NME1-NME2	31	3.4339872044851463
ENSG00000011105.13	TSPAN9	401	5.993961427306569
ENSG00000011114.14	BTBD7	741	6.608000625296087
ENSG00000011132.11	APBA3	110	4.700480365792417
ENSG00000011143.16	MKS1	333	5.808142489980444
ENSG00000011198.9	ABHD5	454	6.118097198041348
ENSG00000011201.11	ANOS1	74	4.30406509320417
ENSG00000011243.17	AKAP8L	1366	7.2196420401307355
ENSG00000011258.15	MBTD1	851	6.7464121285733745
ENSG00000011260.13	UTP18	812	6.699500340161678
ENSG00000011275.18	RNF216	412	6.021023349349527
ENSG00000011295.15	TTC19	519	6.251903883165888
ENSG00000011304.19	PTBP1	3497	8.159660737063376
ENSG00000011332.19	DPF1	30	3.4011973816621555
ENSG00000011347.9	SYT7	412	6.021023349349527
ENSG00000011376.10	LARS2	740	6.606650186198215
ENSG00000011405.13	PIK3C2A	1880	7.539027055823995
ENSG00000011422.11	PLAUR	94	4.543294782270004
ENSG00000011426.10	ANLN	3358	8.119100837637486
ENSG00000011451.19	WIZ	1068	6.97354301952014
ENSG00000011454.16	RABGAP1	2169	7.682021510826875
ENSG00000011478.11	QPCTL	123	4.812184355372417
ENSG00000011485.14	PPP5C	1106	7.00850518208228
ENSG00000011523.13	CEP68	323	5.777652323222656
ENSG00000011566.14	MAP4K3	615	6.421622267806518
ENSG00000011600.11	TYROBP	130	4.867534450455582
ENSG00000011638.10	TMEM159	116	4.7535901911063645
ENSG00000011677.12	GABRA3	77	4.343805421853684
ENSG00000012048.21	BRCA1	1102	7.004881989712859
ENSG00000012061.15	ERCC1	330	5.799092654460526
ENSG00000012124.16	CD22	47	3.8501476017100584
ENSG00000012171.19	SEMA3B	2558	7.846980982138788
ENSG00000012174.11	MBTPS2	543	6.297109319933935
ENSG00000012211.12	PRICKLE3	619	6.428105272684596
ENSG00000012223.12	LTF	56	4.02535169073515
ENSG00000012232.8	EXTL3	2541	7.840312983320164
ENSG00000012660.13	ELOVL5	4150	8.330863613224745
ENSG00000012779.10	ALOX5	155	5.043425116919247
ENSG00000012822.15	CALCOCO1	851	6.7464121285733745
ENSG00000012963.14	UBR7	705	6.558197802812269
ENSG00000012983.11	MAP4K5	1122	7.022868086082641
ENSG00000013016.15	EHD3	310	5.736572297479192
ENSG00000013275.7	PSMC4	1153	7.050122520269059
ENSG00000013288.8	MAN2B2	493	6.20050917404269
ENSG00000013297.11	CLDN11	19	2.9444389791664403
ENSG00000013306.15	SLC25A39	3554	8.175829008714597
ENSG00000013364.18	MVP	1761	7.473637108496206
ENSG00000013374.16	NUB1	456	6.1224928095143865
ENSG00000013375.15	PGM3	280	5.634789603169249
ENSG00000013392.7	RWDD2A	118	4.770684624465665
ENSG00000013441.15	CLK1	1369	7.221835825288449
ENSG00000013503.9	POLR3B	343	5.8377304471659395
ENSG00000013523.9	ANGEL1	612	6.416732282512326
ENSG00000013561.17	RNF14	861	6.7580945044277305
ENSG00000013563.13	DNASE1L1	727	6.588926477533519
ENSG00000013573.16	DDX11	1496	7.310550158534422
ENSG00000013583.9	HEBP1	540	6.29156913955832
ENSG00000013588.8	GPRC5A	3412	8.13505390861157
ENSG00000013619.13	MAMLD1	352	5.863631175598097
ENSG00000013725.14	CD6	9	2.1972245773362196
ENSG00000013810.18	TACC3	2775	7.928406026180535
ENSG00000014123.9	UFL1	390	5.966146739123692
ENSG00000014138.8	POLA2	219	5.389071729816501
ENSG00000014164.6	ZC3H3	1069	6.974478911025045
ENSG00000014216.15	CAPN1	5225	8.561210076833012
ENSG00000014257.15	ACPP	42	3.7376696182833684
ENSG00000014641.17	MDH1	3701	8.216358332386156
ENSG00000014824.13	SLC30A9	1663	7.416378479192928
ENSG00000014914.20	MTMR11	33	3.4965075614664802
ENSG00000014919.12	COX15	480	6.173786103901937
ENSG00000015133.18	CCDC88C	875	6.774223886357614
ENSG00000015153.14	YAF2	298	5.697093486505405
ENSG00000015171.19	ZMYND11	567	6.340359303727752
ENSG00000015285.10	WAS	85	4.442651256490317
ENSG00000015413.9	DPEP1	28	3.332204510175204
ENSG00000015475.18	BID	158	5.062595033026967
ENSG00000015479.18	MATR3	927	6.831953565565855
ENSG00000015520.14	NPC1L1	15	2.70805020110221
ENSG00000015532.9	XYLT2	688	6.5337888379333435
ENSG00000015568.12	RGPD5	1	0.0
ENSG00000015676.17	NUDCD3	1775	7.4815557019095165
ENSG00000016391.10	CHDH	446	6.100318952020064
ENSG00000016402.13	IL20RA	12	2.4849066497880004
ENSG00000016864.18	GLT8D1	762	6.635946555686647
ENSG00000017260.19	ATP2C1	1840	7.517520850603031
ENSG00000017427.16	IGF1	191	5.25227342804663
ENSG00000017483.14	SLC38A5	8	2.0794415416798357
ENSG00000017797.12	RALBP1	2477	7.814803429489359
ENSG00000018189.12	RUFY3	250	5.521460917862246
ENSG00000018280.16	SLC11A1	6	1.791759469228055
ENSG00000018408.14	WWTR1	738	6.6039438246004725
ENSG00000018510.14	AGPS	1182	7.074963197966044
ENSG00000018610.14	CXorf56	476	6.16541785423142
ENSG00000018699.12	TTC27	305	5.720311776607412
ENSG00000018869.16	ZNF582	4	1.3862943611198906
ENSG00000019144.18	PHLDB1	478	6.169610732491456
ENSG00000019169.10	MARCO	34	3.5263605246161616
ENSG00000019485.13	PRDM11	117	4.762173934797756
ENSG00000019505.7	SYT13	604	6.403574197934815
ENSG00000019549.11	SNAI2	1	0.0
ENSG00000019582.14	CD74	3715	8.220133957151859
ENSG00000019995.6	ZRANB1	388	5.961005339623274
ENSG00000020129.15	NCDN	537	6.285998094508865
ENSG00000020181.17	ADGRA2	49	3.8918202981106265
ENSG00000020256.19	ZFP64	327	5.7899601708972535
ENSG00000020426.10	MNAT1	916	6.82001636467413
ENSG00000020577.13	SAMD4A	408	6.0112671744041615
ENSG00000020633.18	RUNX3	988	6.895682697747868
ENSG00000020922.12	MRE11	1457	7.284134806195205
ENSG00000021300.13	PLEKHB1	1405	7.247792581767846
ENSG00000021355.12	SERPINB1	1385	7.233455418621439
ENSG00000021488.12	SLC7A9	5	1.6094379124341003
ENSG00000021574.12	SPAST	590	6.380122536899765
ENSG00000021645.18	NRXN3	62	4.127134385045092
ENSG00000021762.19	OSBPL5	205	5.3230099791384085
ENSG00000021776.10	AQR	1052	6.9584483932976555
ENSG00000021826.15	CPS1	13	2.5649493574615367
ENSG00000022267.16	FHL1	303	5.713732805509369
ENSG00000022277.12	RTF2	1627	7.394493107219038
ENSG00000022567.9	SLC45A4	1047	6.953684210870537
ENSG00000022840.15	RNF10	1873	7.5352967024440884
ENSG00000022976.15	ZNF839	330	5.799092654460526
ENSG00000023041.11	ZDHHC6	545	6.300785794663244
ENSG00000023171.17	GRAMD1B	60	4.0943445622221
ENSG00000023191.16	RNH1	2149	7.67275789664251
ENSG00000023228.13	NDUFS1	2981	8.000014093678072
ENSG00000023287.12	RB1CC1	1484	7.302496423727326
ENSG00000023318.7	ERP44	1124	7.024649030453636
ENSG00000023330.14	ALAS1	3378	8.125039097367745
ENSG00000023445.13	BIRC3	729	6.591673732008658
ENSG00000023516.8	AKAP11	505	6.22455842927536
ENSG00000023572.9	GLRX2	241	5.484796933490655
ENSG00000023608.4	SNAPC1	203	5.313205979041787
ENSG00000023697.12	DERA	316	5.755742213586912
ENSG00000023734.10	STRAP	2492	7.820840879907344
ENSG00000023839.11	ABCC2	22	3.091042453358316
ENSG00000023892.10	DEF6	17	2.833213344056216
ENSG00000023902.13	PLEKHO1	130	4.867534450455582
ENSG00000023909.9	GCLM	597	6.391917113392602
ENSG00000024048.10	UBR2	469	6.150602768446279
ENSG00000024422.11	EHD2	61	4.110873864173311
ENSG00000024526.16	DEPDC1	1958	7.579678823090456
ENSG00000024862.17	CCDC28A	92	4.5217885770490405
ENSG00000025039.14	RRAGD	689	6.535241271013659
ENSG00000025156.12	HSF2	208	5.337538079701318
ENSG00000025293.16	PHF20	940	6.84587987526405
ENSG00000025434.18	NR1H3	157	5.056245805348308
ENSG00000025708.13	TYMP	151	5.017279836814924
ENSG00000025770.18	NCAPH2	420	6.040254711277414
ENSG00000025772.7	TOMM34	1190	7.081708586105575
ENSG00000025796.13	SEC63	1123	7.023758954738443
ENSG00000025800.13	KPNA6	2305	7.742835955430749
ENSG00000026025.15	VIM	1926	7.563200592358071
ENSG00000026036.22	RTEL1-TNFRSF6B	314	5.749392985908253
ENSG00000026103.21	FAS	180	5.19295685089021
ENSG00000026297.15	RNASET2	224	5.4116460518550396
ENSG00000026508.18	CD44	778	6.656726524178391
ENSG00000026559.13	KCNG1	355	5.872117789475416
ENSG00000026652.13	AGPAT4	196	5.278114659230517
ENSG00000026751.16	SLAMF7	20	2.995732273553991
ENSG00000026950.16	BTN3A1	105	4.653960350157523
ENSG00000027001.9	MIPEP	195	5.272999558563747
ENSG00000027075.14	PRKCH	505	6.22455842927536
ENSG00000027697.14	IFNGR1	328	5.793013608384144
ENSG00000027847.13	B4GALT7	253	5.53338948872752
ENSG00000027869.11	SH2D2A	21	3.044522437723423
ENSG00000028116.17	VRK2	273	5.60947179518496
ENSG00000028137.18	TNFRSF1B	86	4.454347296253507
ENSG00000028203.17	VEZT	845	6.739336627357174
ENSG00000028277.21	POU2F2	9	2.1972245773362196
ENSG00000028310.17	BRD9	1638	7.401231264413015
ENSG00000028528.14	SNX1	3061	8.026496938945412
ENSG00000028839.9	TBPL1	177	5.176149732573829
ENSG00000029153.14	ARNTL2	254	5.537334267018537
ENSG00000029363.16	BCLAF1	1493	7.30854279753919
ENSG00000029364.11	SLC39A9	988	6.895682697747868
ENSG00000029534.20	ANK1	197	5.2832037287379885
ENSG00000029559.6	IBSP	9	2.1972245773362196
ENSG00000029639.10	TFB1M	151	5.017279836814924
ENSG00000029725.16	RABEP1	603	6.401917196727186
ENSG00000029993.14	HMGB3	4287	8.363342466597977
ENSG00000030066.13	NUP160	1505	7.316548177182976
ENSG00000030110.12	BAK1	519	6.251903883165888
ENSG00000030419.16	IKZF2	376	5.929589143389895
ENSG00000030582.17	GRN	3937	8.278174290943738
ENSG00000031003.10	FAM13B	935	6.840546529288687
ENSG00000031081.10	ARHGAP31	15	2.70805020110221
ENSG00000031691.6	CENPQ	140	4.941642422609304
ENSG00000031698.12	SARS	3699	8.215817791832453
ENSG00000031823.14	RANBP3	1658	7.4133673356952405
ENSG00000032219.18	ARID4A	609	6.411818267709897
ENSG00000032389.12	EIPR1	532	6.2766434893416445
ENSG00000032444.16	PNPLA6	2317	7.748028524432376
ENSG00000032742.17	IFT88	72	4.276666119016055
ENSG00000033011.12	ALG1	314	5.749392985908253
ENSG00000033030.13	ZCCHC8	671	6.508769136971682
ENSG00000033050.8	ABCF2	211	5.351858133476067
ENSG00000033100.16	CHPF2	191	5.25227342804663
ENSG00000033170.16	FUT8	1305	7.173958319756794
ENSG00000033178.12	UBA6	542	6.295266001439646
ENSG00000033327.12	GAB2	5684	8.64541048921699
ENSG00000033627.16	ATP6V0A1	1773	7.480428306074208
ENSG00000033800.13	PIAS1	1751	7.467942332285852
ENSG00000033867.16	SLC4A7	1297	7.167809184316444
ENSG00000034053.14	APBA2	309	5.733341276897746
ENSG00000034152.18	MAP2K3	684	6.52795791762255
ENSG00000034510.5	TMSB10	14877	9.607571675157244
ENSG00000034533.11	ASTE1	121	4.795790545596741
ENSG00000034677.12	RNF19A	3921	8.27410200229233
ENSG00000034693.14	PEX3	187	5.231108616854587
ENSG00000034713.7	GABARAPL2	700	6.551080335043404
ENSG00000035115.21	SH3YL1	1248	7.129297548929373
ENSG00000035141.7	FAM136A	2134	7.665753431861699
ENSG00000035403.17	VCL	3242	8.08394570229562
ENSG00000035499.12	DEPDC1B	1295	7.166265974133638
ENSG00000035664.11	DAPK2	181	5.198497031265826
ENSG00000035681.8	NSMAF	453	6.115892125483034
ENSG00000035687.9	ADSS	1083	6.9874902470009905
ENSG00000035862.12	TIMP2	1839	7.516977224604321
ENSG00000035928.15	RFC1	2092	7.645875825184813
ENSG00000036054.12	TBC1D23	598	6.393590753950631
ENSG00000036257.12	CUL3	1426	7.262628600974241
ENSG00000036530.8	CYP46A1	14	2.6390573296152584
ENSG00000036549.12	AC118549.1	798	6.682108597449809
ENSG00000036672.15	USP2	29	3.367295829986474
ENSG00000037042.8	TUBG2	356	5.87493073085203
ENSG00000037241.7	RPL26L1	501	6.2166061010848646
ENSG00000037474.14	NSUN2	2691	7.897668150726906
ENSG00000037637.10	FBXO42	534	6.280395838960195
ENSG00000037749.12	MFAP3	250	5.521460917862246
ENSG00000037757.13	MRI1	3028	8.01565761455734
ENSG00000037897.16	METTL1	222	5.402677381872279
ENSG00000038002.8	AGA	61	4.110873864173311
ENSG00000038210.12	PI4K2B	362	5.8916442118257715
ENSG00000038219.12	BOD1L1	1136	7.035268599281097
ENSG00000038274.16	MAT2B	1267	7.144407180321139
ENSG00000038358.14	EDC4	465	6.142037405587356
ENSG00000038382.19	TRIO	2186	7.689828668736484
ENSG00000038427.15	VCAN	6	1.791759469228055
ENSG00000038532.15	CLEC16A	427	6.056784013228625
ENSG00000038945.14	MSR1	76	4.330733340286331
ENSG00000039068.18	CDH1	1480	7.299797366758161
ENSG00000039123.15	MTREX	1505	7.316548177182976
ENSG00000039139.9	DNAH5	17	2.833213344056216
ENSG00000039319.16	ZFYVE16	867	6.7650389767805414
ENSG00000039523.19	RIPOR1	770	6.646390514847729
ENSG00000039560.13	RAI14	1034	6.9411900550683745
ENSG00000039600.10	SOX30	1	0.0
ENSG00000039650.11	PNKP	653	6.481577129276431
ENSG00000040199.18	PHLPP2	263	5.572154032177765
ENSG00000040275.16	SPDL1	762	6.635946555686647
ENSG00000040341.17	STAU2	1210	7.098375638590786
ENSG00000040487.12	PQLC2	451	6.111467339502679
ENSG00000040531.14	CTNS	182	5.204006687076795
ENSG00000040608.13	RTN4R	110	4.700480365792417
ENSG00000040633.12	PHF23	978	6.885509670034818
ENSG00000040933.15	INPP4A	438	6.082218910376446
ENSG00000041353.9	RAB27B	158	5.062595033026967
ENSG00000041357.15	PSMA4	1491	7.307202314764738
ENSG00000041515.15	MYO16	13	2.5649493574615367
ENSG00000041802.10	LSG1	785	6.665683717782408
ENSG00000041880.14	PARP3	372	5.918893854273146
ENSG00000041982.15	TNC	34	3.5263605246161616
ENSG00000041988.15	THAP3	255	5.541263545158426
ENSG00000042062.11	RIPOR3	3	1.0986122886681098
ENSG00000042088.13	TDP1	448	6.104793232414985
ENSG00000042286.14	AIFM2	471	6.154858094016418
ENSG00000042317.16	SPATA7	76	4.330733340286331
ENSG00000042429.11	MED17	309	5.733341276897746
ENSG00000042445.13	RETSAT	536	6.284134161070802
ENSG00000042493.15	CAPG	780	6.659293919683638
ENSG00000042753.11	AP2S1	1391	7.237778191923443
ENSG00000042781.12	USH2A	24	3.1780538303479458
ENSG00000042832.11	TG	18	2.8903717578961645
ENSG00000042980.12	ADAM28	268	5.5909869805108565
ENSG00000043039.6	BARX2	28	3.332204510175204
ENSG00000043093.13	DCUN1D1	655	6.484635235635252
ENSG00000043143.20	JADE2	575	6.354370040797351
ENSG00000043462.11	LCP2	17	2.833213344056216
ENSG00000043514.16	TRIT1	747	6.616065185132817
ENSG00000044090.8	CUL7	532	6.2766434893416445
